65235,0,65235,-65235,65235,-65235,65235,-65235,65235,-65236,65235,-65236,65235,-65236,65235,-65236,65235,-65236,65235,-65236,65236,-65236,65236,-65236,65236
-65235,65236,0,65236,65236,65236,65236,-65236,65236,65236,-65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236
65235,65236,65236,65236,65236,65236,-65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236
-65235,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236
65235,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236
-65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236
65235,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236
-65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236
65235,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236
-65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236
65235,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236
-65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236
65235,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236
-65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236
65235,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236
-65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236
65235,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236
-65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236
65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236
-65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236
65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236
-65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236
65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236
-65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236
65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236,65236
